Framework,Tag,Members,Confidence,CandidateHooks,ParseSites
Kratos,Laser.Fade,Fade,no-candidate,0,src/Ext/TrailType/TrailTypeData.h:80
Kratos,Laser.InnerColor,InnerColor,no-candidate,0,src/Ext/TrailType/TrailTypeData.h:74
Kratos,Laser.IsHouseColor,IsHouseColor,member-referenced,8,src/Ext/TrailType/TrailTypeData.h:78
Kratos,Laser.IsSupported,IsSupported,member-referenced,8,src/Ext/TrailType/TrailTypeData.h:79
Kratos,Laser.OuterColor,OuterColor,no-candidate,0,src/Ext/TrailType/TrailTypeData.h:75
Kratos,Laser.OuterSpread,OuterSpread,no-candidate,0,src/Ext/TrailType/TrailTypeData.h:76
Kratos,Laser.RandomColor,RandomColor,no-candidate,0,src/Ext/TrailType/TrailTypeData.h:100
Kratos,Laser.Thickness,Thickness,member-referenced,10,src/Ext/TrailType/TrailTypeData.h:83
Kratos,LaserFade,LaserFade,no-candidate,0,src/Extension/WeaponTypeExt.h:63
Kratos,LaserInnerColor,LaserInnerColor,no-candidate,0,src/Ext/WeaponType/TargetLaserData.h:36
Kratos,LaserRandomColor,LaserRandomColor,no-candidate,0,src/Extension/WeaponTypeExt.h:65
Kratos,LaserThickness,LaserThickness,no-candidate,0,src/Extension/WeaponTypeExt.h:62
Kratos,LaunchCount,LaunchCount,no-candidate,0,src/Ext/EffectType/Effect/FireSuperData.h:44
Kratos,LaunchMode,LaunchMode,no-candidate,0,src/Ext/EffectType/Effect/FireSuperData.h:187
Kratos,Level,Level,member-referenced,13,src/Ext/EffectType/Effect/StackData.h:116
Kratos,Life,Life,no-candidate,0,src/Ext/TechnoType/DecoyMissileData.h:32
Kratos,Limit,Limit,no-candidate,0,src/Ext/BulletType/BounceData.h:63 ; src/Ext/EffectType/Effect/AmmoData.h:123 ; src/Ext/EffectType/Effect/CounterData.h:147
Kratos,Lobber,Lobber,no-candidate,0,src/Ext/StateType/State/PumpData.h:49
Kratos,Location.,Location,member-referenced,23,src/Ext/EffectType/Effect/InfoData.h:228
Kratos,LockDirection,LockDirection,no-candidate,0,src/Ext/EffectType/Effect/StandData.h:112
Kratos,LockDuration,LockDuration,no-candidate,0,src/Ext/StateType/State/ECMData.h:77
Kratos,Lueluelue,Lueluelue,no-candidate,0,src/Extension/WarheadTypeExt.h:224
Kratos,Mark,Mark;Watch,no-candidate,0,src/Ext/EffectType/Effect/CounterData.h:248 ; src/Ext/EffectType/Effect/CountTriggerData.h:199
Kratos,Max,Max,no-candidate,0,src/Ext/EffectType/Effect/AmmoData.h:261 ; src/Ext/EffectType/Effect/CounterData.h:284
Kratos,MaxAttachBullet,MaxAttachBullet,no-candidate,0,src/Ext/EffectType/Effect/BroadcastData.h:114
Kratos,MaxAttachTechno,MaxAttachTechno,no-candidate,0,src/Ext/EffectType/Effect/BroadcastData.h:113
Kratos,MaxFrameIndex,MaxFrameIndex,no-candidate,0,src/Ext/Common/PrintTextData.h:124
Kratos,MaxSpeed,MaxSpeed,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:345
Kratos,MaxStack,MaxStack,no-candidate,0,src/Ext/EffectType/AttachEffectData.h:393
Kratos,Min,Min,no-candidate,0,src/Ext/EffectType/Effect/AmmoData.h:260 ; src/Ext/EffectType/Effect/CounterData.h:283
Kratos,MinSpeed,MinSpeed,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:346
Kratos,MISS.Index,MissIndex,no-candidate,0,src/Ext/Common/PrintTextData.h:133
Kratos,MISS.SHP,MissSHP,no-candidate,0,src/Ext/Common/PrintTextData.h:132
Kratos,Missile.FacingTarget,FacingTarget,no-candidate,0,src/Ext/TechnoType/MissileHomingData.h:18
Kratos,Missile.Homing,Homing,member-referenced,12,src/Ext/TechnoType/MissileHomingData.h:16
Kratos,Mission.,Mission,member-referenced-broad,140,src/Ext/EffectType/Effect/InfoData.h:224
Kratos,MobileFire,MobileFire,no-candidate,0,src/Ext/EffectType/Effect/StandData.h:134
Kratos,Mode,Mode,member-referenced,13,src/Ext/EffectType/Effect/InfoData.h:114 ; src/Ext/StateType/State/DamageReactionData.h:130 ; src/Ext/StateType/State/TeleportData.h:83 ; src/Ext/TechnoType/BuildingRangeData.h:65 ; src/Ext/TrailType/TrailTypeData.h:68
Kratos,MoveForward,MoveForward,no-candidate,0,src/Ext/StateType/State/TeleportData.h:95
Kratos,MoveTo,MoveTo,no-candidate,0,src/Ext/EffectType/Effect/AutoWeaponData.h:37 ; src/Ext/EffectType/Effect/VectorData.h:225 ; src/Ext/StateType/State/TeleportData.h:88
Kratos,MoveToFLH,MoveToFLH,no-candidate,0,src/Ext/StateType/State/ScatterData.h:31
Kratos,Names,Names,no-candidate,0,src/Ext/EffectType/Effect/MarkData.h:24
Kratos,NegBuildings,NegBuildings,no-candidate,0,src/Ext/ObjectType/FilterData.h:113
Kratos,Next,Next,no-candidate,0,src/Ext/EffectType/AttachEffectData.h:397
Kratos,NoAmmoAmount,NoAmmoAmount,no-candidate,0,src/Extension/TechnoTypeExt.h:53
Kratos,NoAmmoWeapon,NoAmmoWeapon,no-candidate,0,src/Extension/TechnoTypeExt.h:54
Kratos,NoHelipadPutOffset,NoHelipadPutOffset,no-candidate,0,src/Ext/TechnoType/AircraftPutData.h:20
Kratos,NoMoneyNoTalk,Money;NoMoneyNoTalk,member-referenced,13,src/Ext/StateType/State/NoMoneyNoTalkData.h:36 ; src/Extension/WeaponTypeExt.h:107
Kratos,NoNumbers,NoNumbers,no-candidate,0,src/Ext/Common/PrintTextData.h:128
Kratos,NoOwner,NoOwner,no-candidate,0,src/Ext/StateType/State/ECMData.h:83
Kratos,NormalFAnglePerStep,NormalFAnglePerStep,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:206
Kratos,NormalHAnglePerStep,NormalHAnglePerStep,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:208
Kratos,NormalLAnglePerStep,NormalLAnglePerStep,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:207
Kratos,NormalRandomF,NormalRandomF,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:203
Kratos,NormalRandomH,NormalRandomH,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:205
Kratos,NormalRandomL,NormalRandomL,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:204
Kratos,NormalVector,NormalVector,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:202
Kratos,NoSecondaryWeaponFallback,NoSecondaryWeaponFallback,member-referenced-broad,68,src/Extension/TechnoTypeExt.h:70
Kratos,NoSecondaryWeaponFallback.AllowAA,NoSecondaryWeaponFallbackForAA,member-referenced-broad,68,src/Extension/TechnoTypeExt.h:71
Kratos,NoShadowSpawnAlt,NoShadowSpawnAlt,member-referenced,40,src/Ext/TechnoType/SpawnData.h:26
Kratos,NotAffectMarks,NotAffectMarks,no-candidate,0,src/Ext/ObjectType/FilterData.h:91
Kratos,NotReactionWarheads,NotReactionWarheads,no-candidate,0,src/Ext/EffectType/Effect/AmmoData.h:133 ; src/Ext/EffectType/Effect/CounterData.h:157 ; src/Ext/EffectType/Effect/RevengeData.h:85 ; src/Ext/StateType/State/DamageReactionData.h:162
Kratos,Num,numStr,no-candidate,0,src/Ext/EffectType/Effect/AmmoData.h:220 ; src/Ext/EffectType/Effect/AmmoTriggerData.h:74 ; src/Ext/EffectType/Effect/CounterData.h:252 ; src/Ext/EffectType/Effect/CountTriggerData.h:85
Kratos,NumFrom,NumFrom,no-candidate,0,src/Ext/EffectType/Effect/AmmoTriggerData.h:112 ; src/Ext/EffectType/Effect/CountTriggerData.h:114
Kratos,NumFromSource,NumFromSource,no-candidate,0,src/Ext/EffectType/Effect/AmmoData.h:258 ; src/Ext/EffectType/Effect/CounterData.h:281
Kratos,Nums,Nums,no-candidate,0,src/Ext/Common/ExpandAnimsData.h:36 ; src/Ext/EffectType/Effect/AttackBeaconData.h:34 ; src/Ext/StateType/State/GiftBoxData.h:29
Kratos,Offset,Offset,member-referenced,27,src/Ext/Common/ExpandAnimsData.h:42 ; src/Ext/EffectType/Effect/OffsetData.h:31 ; src/Ext/StateType/State/BlackHoleData.h:126 ; src/Ext/StateType/State/TeleportData.h:85
Kratos,OneShotOneKill,OneShotOneKill,no-candidate,0,src/Ext/StateType/State/AntiBulletData.h:38
Kratos,OnlyAffectMarks,OnlyAffectMarks,no-candidate,0,src/Ext/ObjectType/FilterData.h:93
Kratos,OnlyFireInTransport,OnlyFireInTransport,no-candidate,0,src/Ext/ObjectType/AttachFireData.h:68
Kratos,OnlyOpenWhenMarks,OnlyOpenWhenMarks,no-candidate,0,src/Ext/StateType/State/GiftBoxData.h:128
Kratos,OnlyReactionWarheads,OnlyReactionWarheads,no-candidate,0,src/Ext/EffectType/Effect/AmmoData.h:130 ; src/Ext/EffectType/Effect/CounterData.h:154 ; src/Ext/EffectType/Effect/RevengeData.h:82 ; src/Ext/StateType/State/DamageReactionData.h:159
Kratos,OnlySelected,OnlySelected,no-candidate,0,src/Ext/EffectType/Effect/InfoData.h:126
Kratos,OnWater,OnWater,no-candidate,0,src/Ext/BulletType/BounceData.h:71
Kratos,OpenWhenDestroyed,OpenWhenDestroyed,no-candidate,0,src/Ext/StateType/State/GiftBoxData.h:124
Kratos,OpenWhenHealthPercent,OpenHealthPercent,no-candidate,0,src/Ext/StateType/State/GiftBoxData.h:125
Kratos,Origin,originStr,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:191
Kratos,Origin.Acceleration,OriginAcceleration,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:281
Kratos,Origin.AllowedTilt,OriginAllowedTilt,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:311
Kratos,Origin.AllowOriginTilt,OriginAllowOriginTilt,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:313
Kratos,Origin.AnglePerStep,OriginAnglePerStep,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:278
Kratos,Origin.ArcHeight,OriginArcHeight,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:285
Kratos,Origin.CircleAnglePerStep,OriginCircleAnglePerStep,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:294
Kratos,Origin.CircleEndOnMaxRadius,OriginCircleEndOnMaxRadius,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:302
Kratos,Origin.CircleEndOnMinRadius,OriginCircleEndOnMinRadius,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:303
Kratos,Origin.CircleMaxRadius,OriginCircleMaxRadius,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:300
Kratos,Origin.CircleMinRadius,OriginCircleMinRadius,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:301
Kratos,Origin.CircleOffset,OriginCircleOffset,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:312
Kratos,Origin.CircleRadius,OriginCircleRadius,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:292
Kratos,Origin.CircleRadiusGrow,OriginCircleRadiusGrow,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:299
Kratos,Origin.CircleRandomAngle.Max,OriginCircleRandomAngleMax,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:298
Kratos,Origin.CircleRandomAngle.Min,OriginCircleRandomAngleMin,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:297
Kratos,Origin.CircleRandomRadius.Max,OriginCircleRandomRadiusMax,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:296
Kratos,Origin.CircleRandomRadius.Min,OriginCircleRandomRadiusMin,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:295
Kratos,Origin.CircleSpeed,OriginCircleSpeed,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:293
Kratos,Origin.GrowRate,OriginGrowRate,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:277
Kratos,Origin.InitialSpeed,OriginInitialSpeed,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:280
Kratos,Origin.Lissajous,OriginLissajous,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:314
Kratos,Origin.MaxSpeed,OriginMaxSpeed,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:282
Kratos,Origin.MinSpeed,OriginMinSpeed,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:283
Kratos,Origin.MoveTo,OriginMoveTo,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:276
Kratos,Origin.NormalFAnglePerStep,OriginNormalFAnglePerStep,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:308
Kratos,Origin.NormalHAnglePerStep,OriginNormalHAnglePerStep,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:310
Kratos,Origin.NormalLAnglePerStep,OriginNormalLAnglePerStep,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:309
Kratos,Origin.NormalRandomF,OriginNormalRandomF,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:305
Kratos,Origin.NormalRandomH,OriginNormalRandomH,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:307
Kratos,Origin.NormalRandomL,OriginNormalRandomL,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:306
Kratos,Origin.NormalVector,OriginNormalVector,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:304
Kratos,Origin.Origin,originOriginStr,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:315
Kratos,Origin.OriginFLH,OriginOriginFLH,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:320
Kratos,Origin.ReachTarget,OriginReachTarget,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:284
Kratos,Origin.TargetFLH,OriginTargetFLH,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:279
Kratos,Origin.TargetOffsetF.Max,OriginTargetOffsetFMax,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:287
Kratos,Origin.TargetOffsetF.Min,OriginTargetOffsetFMin,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:286
Kratos,Origin.TargetOffsetH.Max,OriginTargetOffsetHMax,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:291
Kratos,Origin.TargetOffsetH.Min,OriginTargetOffsetHMin,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:290
Kratos,Origin.TargetOffsetL.Max,OriginTargetOffsetLMax,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:289
Kratos,Origin.TargetOffsetL.Min,OriginTargetOffsetLMin,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:288
Kratos,OriginFLH,OriginFLH,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:197
Kratos,OriginIsOnBody,OriginIsOnBody,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:189
Kratos,OriginIsOnWorld,OriginIsOnWorld,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:188
Kratos,OriginNoUpdate,OriginNoUpdate,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:198
Kratos,OutOfControl,OutOfControl,no-candidate,0,src/Ext/StateType/State/BlackHoleData.h:158
Kratos,OverrideSameGroup,OverrideSameGroup,no-candidate,0,src/Ext/EffectType/AttachEffectData.h:396
Kratos,Owner,Owner,member-referenced-broad,239,src/Ext/StateType/State/DestroyAnimData.h:76
Kratos,PadAircraft,PadAircraft,no-candidate,0,src/Ext/Common/CommonStatus.h:19
Kratos,Panic,Panic,no-candidate,0,src/Ext/StateType/State/ScatterData.h:32
Kratos,Parasite,Parasite,no-candidate,0,src/Ext/EffectType/Effect/ImmuneData.h:46
Kratos,ParticleSystem,ParticleSystem,no-candidate,0,src/Ext/TrailType/TrailTypeData.h:122
Kratos,Passengers.ForceFire,ForceFire,no-candidate,0,src/Ext/TechnoType/PassengersData.h:18
Kratos,Passengers.MobileFire,MobileFire,no-candidate,0,src/Ext/TechnoType/PassengersData.h:19
Kratos,Passengers.PassiveAcquire,PassiveAcquire,no-candidate,0,src/Ext/TechnoType/PassengersData.h:17
Kratos,Passengers.SameFire,SameFire,no-candidate,0,src/Ext/TechnoType/PassengersData.h:20
Kratos,Peaceful,Peaceful,no-candidate,0,src/Ext/EffectType/Effect/DamageSelfData.h:44 ; src/Ext/StateType/State/DestroySelfData.h:64
Kratos,PenetratesIronCurtain,PenetratesIronCurtain,no-candidate,0,src/Ext/EffectType/AttachEffectData.h:386
Kratos,Percent,Percent,no-candidate,0,src/Ext/EffectType/Effect/AmmoData.h:127 ; src/Ext/EffectType/Effect/CounterData.h:151 ; src/Ext/EffectType/Effect/VampireData.h:34
Kratos,PlayerAutoRepel,PlayerAutoRepel,no-candidate,0,src/Ext/Common/CommonStatus.h:67
Kratos,PlayInAir,PlayInAir,no-candidate,0,src/Ext/StateType/State/DestroyAnimData.h:71
Kratos,Poison,Poison,member-referenced-broad,68,src/Ext/EffectType/Effect/ImmuneData.h:44
Kratos,PowerBySelf,PowerBySelf,no-candidate,0,src/Ext/StateType/State/PumpData.h:47
Kratos,Powered,Powered,no-candidate,0,src/Ext/EffectType/Effect/EffectData.h:75
Kratos,PreImpactAnim,PreImpactAnim,no-candidate,0,src/Extension/WarheadTypeExt.h:196
Kratos,Primary,Primary,member-referenced-broad,102,src/Ext/EffectType/Effect/ExtraFireData.h:27
Kratos,PrimaryFireOnBody,PrimaryOnBody,no-candidate,0,src/Ext/TechnoType/FireFLHData.h:29
Kratos,PrimaryFLH,PrimaryFLH,no-candidate,0,src/Ext/EffectType/Effect/ExtraFireFLHData.h:33
Kratos,PrimaryOnBody,PrimaryOnBody,no-candidate,0,src/Ext/EffectType/Effect/ExtraFireFLHData.h:36
Kratos,PrimaryOnTarget,PrimaryOnTarget,no-candidate,0,src/Ext/EffectType/Effect/ExtraFireFLHData.h:39 ; src/Ext/TechnoType/FireFLHData.h:32
Kratos,PrintOffset,PrintOffset,no-candidate,0,src/Ext/Common/PrintTextData.h:113
Kratos,PromoteFromMaster,PromoteFromMaster,no-candidate,0,src/Ext/EffectType/Effect/StandData.h:146
Kratos,PromoteFromSpawnOwner,PromoteFromSpawnOwner,no-candidate,0,src/Ext/EffectType/Effect/StandData.h:147
Kratos,Protect,Protect,no-candidate,0,src/Ext/EffectType/Effect/AmmoData.h:125 ; src/Ext/EffectType/Effect/CounterData.h:149
Kratos,Proximity.AffectsAllies,AffectsAllies,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:39
Kratos,Proximity.AffectsClocked,AffectsClocked,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:41
Kratos,Proximity.AffectsEnemies,AffectsEnemies,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:40
Kratos,Proximity.AffectsOwner,AffectsOwner,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:38
Kratos,Proximity.Arm,Arm,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:35
Kratos,Proximity.Blade,Blade,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:34
Kratos,Proximity.Delay,Delay,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:33
Kratos,Proximity.Force,Force,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:32
Kratos,Proximity.Penetration,Penetration,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:43
Kratos,Proximity.PenetrationBuildingOnce,PenetrationBuildingOnce,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:47
Kratos,Proximity.PenetrationTimes,PenetrationTimes,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:46
Kratos,Proximity.PenetrationWarhead,PenetrationWarhead,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:44
Kratos,Proximity.PenetrationWeapon,PenetrationWeapon,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:45
Kratos,Proximity.POffset,POffset,no-candidate,0,src/Ext/BulletType/Status/ProximityData.h:37
Kratos,Proximity.ZOffset,ZOffset,member-referenced,25,src/Ext/BulletType/Status/ProximityData.h:36
Kratos,Psionics,Psionics,member-referenced-broad,68,src/Ext/EffectType/Effect/ImmuneData.h:41
Kratos,PsionicWeapons,PsionicWeapons,member-referenced-broad,68,src/Ext/EffectType/Effect/ImmuneData.h:42
Kratos,PumpAction,PumpAction,no-candidate,0,src/Extension/WeaponTypeExt.h:103
Kratos,PumpAction.InfSequence,PumpInfSequence,no-candidate,0,src/Extension/WeaponTypeExt.h:104
Kratos,RadialAngle,RadialAngle,no-candidate,0,src/Ext/ObjectType/AttachFireData.h:59
Kratos,RadialFire,RadialFire,no-candidate,0,src/Ext/ObjectType/AttachFireData.h:58
Kratos,RadialZ,RadialZ,no-candidate,0,src/Ext/ObjectType/AttachFireData.h:60
Kratos,Radiation,Radiation,member-referenced-broad,68,src/Ext/EffectType/Effect/ImmuneData.h:43
Kratos,Random,Random,member-referenced-broad,120,src/Ext/StateType/State/DestroyAnimData.h:70
Kratos,RandomDelay,RandomDelay,no-candidate,0,src/Ext/AnimType/SpawnAnimsData.h:39 ; src/Ext/EffectType/AttachEffectData.h:378 ; src/Ext/EffectType/Effect/FireSuperData.h:43 ; src/Ext/StateType/State/GiftBoxData.h:36
Kratos,RandomInitDelay,RandomInitDelay,no-candidate,0,src/Ext/AnimType/SpawnAnimsData.h:35 ; src/Ext/EffectType/Effect/FireSuperData.h:41
Kratos,RandomOffset,RandomOffset,no-candidate,0,src/Ext/Common/ExpandAnimsData.h:43
Kratos,RandomOffsetF,RandomOffsetF,no-candidate,0,src/Ext/Common/ExpandAnimsData.h:45
Kratos,RandomOffsetH,RandomOffsetH,no-candidate,0,src/Ext/Common/ExpandAnimsData.h:47
Kratos,RandomOffsetL,RandomOffsetL,no-candidate,0,src/Ext/Common/ExpandAnimsData.h:46
Kratos,RandomRange,RandomRange,no-candidate,0,src/Ext/StateType/State/GiftBoxData.h:121
Kratos,RandomSpeed,randomSpeedStr,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:343
Kratos,RandomToEmptyCell,EmptyCell,no-candidate,0,src/Ext/StateType/State/GiftBoxData.h:122
Kratos,RandomType,RandomType,no-candidate,0,src/Ext/Common/ExpandAnimsData.h:39 ; src/Ext/StateType/State/GiftBoxData.h:32
Kratos,RandomTypesNum,RandomTypesNum,no-candidate,0,src/Ext/EffectType/Effect/AutoWeaponData.h:33
Kratos,RandomWeights,RandomWeights,no-candidate,0,src/Ext/Common/ExpandAnimsData.h:40 ; src/Ext/EffectType/Effect/AutoWeaponData.h:34 ; src/Ext/StateType/State/GiftBoxData.h:33
Kratos,Randomwise,Randomwise,no-candidate,0,src/Ext/TechnoType/AircraftGuardData.h:50
Kratos,Range,Range,member-referenced-broad,81,src/Ext/EffectType/Effect/AmmoTriggerData.h:70 ; src/Ext/EffectType/Effect/CountTriggerData.h:80 ; src/Ext/StateType/State/AntiBulletData.h:43 ; src/Ext/StateType/State/BlackHoleData.h:24 ; src/Ext/StateType/State/PumpData.h:44
Kratos,RangeCell,RangeCell,member-referenced-broad,68,src/Ext/EffectType/Effect/CrateBuffData.h:65
Kratos,RangeMax,RangeMax,no-candidate,0,src/Ext/EffectType/Effect/AttackBeaconData.h:39 ; src/Ext/EffectType/Effect/BroadcastData.h:32 ; src/Ext/StateType/State/ECMData.h:86 ; src/Ext/StateType/State/TeleportData.h:100
Kratos,RangeMin,RangeMin,no-candidate,0,src/Ext/EffectType/Effect/AttackBeaconData.h:38 ; src/Ext/EffectType/Effect/BroadcastData.h:31 ; src/Ext/StateType/State/ECMData.h:91 ; src/Ext/StateType/State/TeleportData.h:99
Kratos,RangeMultiplier,RangeMultiplier,member-referenced-broad,68,src/Ext/EffectType/Effect/CrateBuffData.h:64
Kratos,Rate,Rate,no-candidate,0,src/Ext/EffectType/Effect/AttackBeaconData.h:36 ; src/Ext/EffectType/Effect/BroadcastData.h:30 ; src/Ext/StateType/State/AntiBulletData.h:45 ; src/Ext/StateType/State/BlackHoleData.h:27 ; src/Ext/StateType/State/ECMData.h:75 ; src/Ext/TechnoType/DamageTextData.h:51
Kratos,ReachTarget,ReachTarget,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:330
Kratos,ReachTargetEarlyEnd,ReachTargetEarlyEnd,no-candidate,0,src/Ext/EffectType/Effect/VectorData.h:331
Kratos,Reaction,ReactionMode,no-candidate,0,src/Ext/EffectType/Effect/AmmoData.h:280 ; src/Ext/EffectType/Effect/CounterData.h:306
Kratos,Reaction.,Reaction,no-candidate,0,src/Ext/EffectType/Effect/AmmoData.h:282 ; src/Ext/EffectType/Effect/CounterData.h:308
Kratos,ReactionMode,ReactionMode,no-candidate,0,src/Ext/EffectType/Effect/AmmoData.h:281 ; src/Ext/EffectType/Effect/CounterData.h:307
Kratos,RealCoords,RealCoords,no-candidate,0,src/Ext/StateType/State/GiftBoxData.h:120
Kratos,RealLaunch,RealLaunch,no-candidate,0,src/Ext/EffectType/Effect/FireSuperData.h:45
Kratos,Realtime,Realtime,no-candidate,0,src/Ext/EffectType/Effect/RevengeData.h:76
Kratos,ReboundOnBuilding,ReboundOnBuilding,no-candidate,0,src/Ext/BulletType/BounceData.h:76
Kratos,ReboundOnInfantry,ReboundOnInfantry,no-candidate,0,src/Ext/BulletType/BounceData.h:78
Kratos,ReboundOnUnit,ReboundOnUnit,no-candidate,0,src/Ext/BulletType/BounceData.h:80
Kratos,ReceiverAttack,ReceiverAttack,no-candidate,0,src/Ext/EffectType/Effect/AutoWeaponData.h:127
Kratos,ReceiverNeedMoney,ReceiverNeedMoney,no-candidate,0,src/Ext/EffectType/AttachEffectData.h:403
Kratos,ReceiverOwn,ReceiverOwn,no-candidate,0,src/Ext/EffectType/AttachEffectData.h:388
Kratos,ReceiverOwnBullet,ReceiverOwnBullet,no-candidate,0,src/Ext/EffectType/Effect/AutoWeaponData.h:132
Kratos,Red.,Red,member-referenced-broad,49,src/Ext/TechnoType/HealthTextData.h:169
Kratos,ReducePercent,ReducePercent,no-candidate,0,src/Ext/StateType/State/DamageReactionData.h:169
Kratos,Reload,Reload,no-candidate,0,src/Ext/EffectType/Effect/FireSuperData.h:49
Kratos,Reload.,Reload,no-candidate,0,src/Ext/EffectType/Effect/InfoData.h:219
Kratos,Remove,Remove,member-referenced-broad,128,src/Ext/StateType/State/GiftBoxData.h:118
Kratos,RemoveAll,RemoveAll,no-candidate,0,src/Ext/EffectType/Effect/StackData.h:137
Kratos,RemoveAtSinking,RemoveAtSinking,no-candidate,0,src/Ext/EffectType/Effect/StandData.h:144
Kratos,RemoveCounter,RemoveCounter,no-candidate,0,src/Ext/EffectType/Effect/CountTriggerData.h:118
Kratos,RemoveEffects,RemoveEffects,no-candidate,0,src/Ext/EffectType/Effect/AmmoTriggerData.h:124 ; src/Ext/EffectType/Effect/CountTriggerData.h:127 ; src/Ext/EffectType/Effect/StackData.h:127 ; src/Ext/StateType/State/GiftBoxData.h:174
Kratos,RemoveEffectsLevel,RemoveEffectsLevel,no-candidate,0,src/Ext/EffectType/Effect/AmmoTriggerData.h:126 ; src/Ext/EffectType/Effect/CountTriggerData.h:129 ; src/Ext/EffectType/Effect/StackData.h:129
Kratos,RemoveEffectsSkipNext,RemoveEffectsSkipNext,no-candidate,0,src/Ext/EffectType/Effect/AmmoTriggerData.h:130 ; src/Ext/EffectType/Effect/CountTriggerData.h:133 ; src/Ext/EffectType/Effect/StackData.h:133
Kratos,RemoveEffectsWithMarks,RemoveEffectsWithMarks,no-candidate,0,src/Ext/EffectType/Effect/AmmoTriggerData.h:127 ; src/Ext/EffectType/Effect/CountTriggerData.h:130 ; src/Ext/EffectType/Effect/StackData.h:130
Kratos,RemoveInCloak,RemoveInCloak,no-candidate,0,src/Ext/EffectType/Effect/AnimationData.h:36
Kratos,RemoveLevel,RemoveLevel,no-candidate,0,src/Ext/EffectType/Effect/StackData.h:136
