Framework,Tag,Members,Confidence,CandidateHooks,ParseSites
Antares,Money.DrainAmount,Money_DrainAmount,member-referenced,34,src/Ext/SWType/Body.cpp:143
Antares,Money.DrainDelay,Money_DrainDelay,member-referenced,34,src/Ext/SWType/Body.cpp:144
Antares,MultiEngineer,,same-subsystem-broad,332,src/Misc/Skirmish.cpp:82
Antares,MultiplayerScore.Background,ScoreMultiplayBackground,member-referenced-broad,41,src/Ext/Side/Body.cpp:137
Antares,MultiplayerScore.Bars,ScoreMultiplayBars,member-referenced-broad,41,src/Ext/Side/Body.cpp:139
Antares,MultiplayerScore.LoseTheme,ScoreMultiplayThemeLose,member-referenced-broad,41,src/Ext/Side/Body.cpp:151
Antares,MultiplayerScore.Palette,ScoreMultiplayPalette,member-referenced-broad,41,src/Ext/Side/Body.cpp:138
Antares,MultiplayerScore.WinTheme,ScoreMultiplayThemeWin,member-referenced-broad,41,src/Ext/Side/Body.cpp:150
Antares,Mutate.Explosion,Mutate_Explosion,member-referenced,1,src/Misc/SWTypes/GeneticMutator.cpp:78
Antares,Mutate.IgnoreCyborg,Mutate_IgnoreCyborg,member-referenced,1,src/Misc/SWTypes/GeneticMutator.cpp:79
Antares,Mutate.IgnoreNotHuman,Mutate_IgnoreNotHuman,member-referenced,1,src/Misc/SWTypes/GeneticMutator.cpp:80
Antares,Mutate.KillNatural,Mutate_KillNatural,member-referenced,1,src/Misc/SWTypes/GeneticMutator.cpp:81
Antares,Name,,same-subsystem,12,src/Ares.UISettings.cpp:229
Antares,NoCursor,SW_NoCursor,member-referenced,34,src/Ext/SWType/Body.cpp:167
Antares,NoManualEnter,NoManualEnter,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:437
Antares,NoManualFire,NoManualFire,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:436
Antares,NoManualUnload,NoManualUnload,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:435
Antares,Nuke.Payload,Nuke_Payload,member-referenced,22,src/Misc/SWTypes/Nuke.cpp:77
Antares,Nuke.PsiWarning,Nuke_PsiWarning,member-referenced,22,src/Misc/SWTypes/Nuke.cpp:79
Antares,Nuke.SiloLaunch,Nuke_SiloLaunch,member-referenced,1,src/Misc/SWTypes/Nuke.cpp:80
Antares,Nuke.TakeOff,Nuke_TakeOff,member-referenced,22,src/Misc/SWTypes/Nuke.cpp:78
Antares,NukeFlash.Duration,NukeFlashDuration,member-referenced,22,src/Ext/WarheadType/Body.cpp:95
Antares,OmniCrusher.Aggressive,OmniCrusher_Aggressive,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:412
Antares,Operator,,same-subsystem-broad,202,src/Ext/TechnoType/Body.cpp:189
Antares,OverlayExplodeThreshold,OverlayExplodeThreshold,member-referenced,5,src/Ext/Rules/Body.cpp:80
Antares,Parachute.Anim,Parachute_Anim,member-referenced,16,src/Ext/HouseType/Body.cpp:287 ; src/Ext/Side/Body.cpp:113 ; src/Ext/TechnoType/Body.cpp:186
Antares,Parachuted,Parachuted,member-referenced,13,src/Ext/BulletType/Body.cpp:25
Antares,ParaDrop.Aircraft,ParaDropPlane,member-referenced-broad,107,src/Ext/HouseType/Body.cpp:289 ; src/Ext/Side/Body.cpp:115
Antares,ParaDrop.Num,ParaDropNum,member-referenced-broad,107,src/Ext/HouseType/Body.cpp:296 ; src/Ext/Side/Body.cpp:122
Antares,ParaDrop.Types,ParaDropTypes,member-referenced-broad,107,src/Ext/HouseType/Body.cpp:291 ; src/Ext/Side/Body.cpp:117
Antares,Passengers.Allowed,PassengersWhitelist,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:432
Antares,Passengers.Disallowed,PassengersBlacklist,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:433
Antares,PassengerTurret,PassengerTurret,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:299
Antares,Player,,same-subsystem-broad,41,src/Ext/Side/Hooks.cpp:119
Antares,PlayerAutoRepel,AutoRepelPlayer,member-referenced-broad,87,src/Ext/Rules/Body.cpp:97
Antares,PoweredBy,PoweredBy,member-referenced-broad,93,src/Ext/TechnoType/Body.cpp:302
Antares,PreImpactAnim,PreImpactAnim,member-referenced,22,src/Ext/WarheadType/Body.cpp:94
Antares,Prerequisite.Lists,,same-subsystem-broad,202,src/Ext/TechnoType/Body.cpp:116
Antares,Prerequisite.RequiredTheaters,,same-subsystem-broad,202,src/Ext/TechnoType/Body.cpp:132
Antares,Prerequisite.StolenTechs,,same-subsystem-broad,202,src/Ext/TechnoType/Body.cpp:205
Antares,PreventScatter,PreventScatter,member-referenced-broad,88,src/Ext/WarheadType/Body.cpp:105
Antares,PrismForwarding,,same-subsystem-broad,103,src/Ext/BuildingType/PrismForward.cpp:61
Antares,PrismForwarding.BreakSupport,BreakSupport,member-referenced,11,src/Ext/BuildingType/PrismForward.cpp:84
Antares,PrismForwarding.ChargeDelay,ChargeDelay,same-subsystem-broad,103,src/Ext/BuildingType/PrismForward.cpp:86
Antares,PrismForwarding.DamageAdd,DamageAdd,member-referenced,11,src/Ext/BuildingType/PrismForward.cpp:81
Antares,PrismForwarding.Intensity,Intensity,member-referenced-broad,115,src/Ext/BuildingType/PrismForward.cpp:85
Antares,PrismForwarding.MaxChainLength,MaxChainLength,same-subsystem-broad,103,src/Ext/BuildingType/PrismForward.cpp:78
Antares,PrismForwarding.MaxFeeds,MaxFeeds,same-subsystem-broad,103,src/Ext/BuildingType/PrismForward.cpp:77
Antares,PrismForwarding.MaxNetworkSize,MaxNetworkSize,same-subsystem-broad,103,src/Ext/BuildingType/PrismForward.cpp:79
Antares,PrismForwarding.MyHeight,MyHeight,same-subsystem-broad,103,src/Ext/BuildingType/PrismForward.cpp:83
Antares,PrismForwarding.SupportModifier,SupportModifier,same-subsystem-broad,103,src/Ext/BuildingType/PrismForward.cpp:80
Antares,PrismForwarding.Targets,Targets,same-subsystem-broad,103,src/Ext/BuildingType/PrismForward.cpp:76
Antares,PrismForwarding.ToAllies,ToAllies,member-referenced,11,src/Ext/BuildingType/PrismForward.cpp:82
Antares,ProjectileRange,ProjectileRange,member-referenced,34,src/Ext/WeaponType/Body.cpp:129
Antares,Protect.Duration,Protect_Duration,member-referenced,1,src/Misc/SWTypes/Protect.cpp:77
Antares,Protect.PlayFadeSoundTime,Protect_PlayFadeSoundTime,member-referenced,1,src/Misc/SWTypes/Protect.cpp:79
Antares,Protect.PowerOutage,Protect_PowerOutageDuration,member-referenced,1,src/Misc/SWTypes/Protect.cpp:78
Antares,ProtectedDriver,ProtectedDriver,member-referenced-broad,203,src/Ext/TechnoType/Body.cpp:255
Antares,ProtectedDriver.MinHealth,ProtectedDriver_MinHealth,member-referenced-broad,203,src/Ext/TechnoType/Body.cpp:256
Antares,QuickExit,QuickExit,member-referenced,11,src/Ares.UISettings.cpp:90
Antares,RadarJamRadius,RadarJamRadius,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:296
Antares,Radiation.Type,,same-subsystem,34,src/Ext/WeaponType/Body.cpp:113
Antares,RandomSelectionWeight,RandomSelectionWeight,same-subsystem-broad,66,src/Ext/HouseType/Body.cpp:300
Antares,Refinery.UseStorage,Refinery_UseStorage,member-referenced,19,src/Ext/TechnoType/Body.cpp:354
Antares,ReloadAmount,ReloadAmount,member-referenced,10,src/Ext/TechnoType/Body.cpp:418
Antares,ReloadRate,ReloadRate,member-referenced,19,src/Ext/TechnoType/Body.cpp:416
Antares,RetargetAccuracy,RetargetAccuracy,member-referenced,13,src/Ext/BulletType/Body.cpp:32
Antares,Returnable,Returnable,member-referenced,17,src/Ext/BuildingType/Body.cpp:217
Antares,ReturnStructures,ReturnStructures,member-referenced,17,src/Ext/Rules/Body.cpp:84
Antares,ReverseEngineersVictims,ReverseEngineersVictims,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:219
Antares,Ripple.Radius,Ripple_Radius,member-referenced,3,src/Ext/WarheadType/Body.cpp:88
Antares,Rubble.Destroyed,RubbleDestroyed,member-referenced,12,src/Ext/BuildingType/Body.cpp:173
Antares,Rubble.Destroyed.Anim,RubbleDestroyedAnim,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:175
Antares,Rubble.Destroyed.Owner,RubbleDestroyedOwner,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:177
Antares,Rubble.Destroyed.Remove,RubbleDestroyedRemove,member-referenced,12,src/Ext/BuildingType/Body.cpp:181
Antares,Rubble.Destroyed.Strength,RubbleDestroyedStrength,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:179
Antares,Rubble.Intact,RubbleIntact,member-referenced,13,src/Ext/BuildingType/Body.cpp:174
Antares,Rubble.Intact.Anim,RubbleIntactAnim,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:176
Antares,Rubble.Intact.Owner,RubbleIntactOwner,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:178
Antares,Rubble.Intact.Remove,RubbleIntactRemove,member-referenced,13,src/Ext/BuildingType/Body.cpp:182
Antares,Rubble.Intact.Strength,RubbleIntactStrength,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:180
Antares,Saboteur,Saboteur,member-referenced,5,src/Ext/TechnoType/Body.cpp:421
Antares,SecretLab.ForbiddenHouses,,same-subsystem-broad,202,src/Ext/TechnoType/Body.cpp:151
Antares,SecretLab.GenerateOnCapture,Secret_RecalcOnCapture,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:144
Antares,SecretLab.PossibleBoons,Secret_Boons,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:143
Antares,SecretLab.RequiredHouses,,same-subsystem-broad,202,src/Ext/TechnoType/Body.cpp:148
Antares,SelfHealing.Rate,SelfHealing_Rate,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:428
Antares,SensorArray.Warn,SensorArray_Warn,member-referenced,14,src/Ext/TechnoType/Body.cpp:365
Antares,ShowDebugCampaigns,ShowDebugCampaigns,same-subsystem,12,src/Ares.UISettings.cpp:93
Antares,ShowSummary,ShowSummary,member-referenced,17,src/Ares.UISettings.cpp:94
Antares,Sidebar.MixFileIndex,SidebarMixFileIndex,member-referenced-broad,41,src/Ext/Side/Body.cpp:124
Antares,Sidebar.YuriFileNames,SidebarYuriFileNames,member-referenced-broad,41,src/Ext/Side/Body.cpp:125
Antares,SidebarPCX,SidebarPCX,member-referenced,8,src/Ext/SWType/Body.cpp:253
Antares,Smoke.Anim,SmokeAnim,member-referenced,14,src/Ext/TechnoType/Body.cpp:381
Antares,Smoke.ChanceDead,SmokeChanceDead,member-referenced,14,src/Ext/TechnoType/Body.cpp:383
Antares,Smoke.ChanceRed,SmokeChanceRed,member-referenced,14,src/Ext/TechnoType/Body.cpp:382
Antares,SolidHeight,Solid_Height,member-referenced,3,src/Ext/BuildingType/Body.cpp:52
Antares,SolidLevel,Solid_Level,member-referenced,4,src/Ext/BuildingType/Body.cpp:53 ; src/Ext/BulletType/Body.cpp:23
Antares,SonarPulse.Delay,Sonar_Delay,member-referenced,1,src/Misc/SWTypes/SonarPulse.cpp:43
Antares,SpecialWeapons,HunterSeekerBuildings,same-subsystem,39,src/Ext/Rules/Body.cpp:148
Antares,Splits,Splits,member-referenced,13,src/Ext/BulletType/Body.cpp:33
Antares,Spotlight.AttachedTo,,same-subsystem-broad,202,src/Ext/TechnoType/Body.cpp:160
Antares,Spotlight.DisableBlue,Spot_DisableB,member-referenced,14,src/Ext/TechnoType/Body.cpp:173
Antares,Spotlight.DisableGreen,Spot_DisableG,member-referenced,14,src/Ext/TechnoType/Body.cpp:172
Antares,Spotlight.DisableRed,Spot_DisableR,member-referenced,14,src/Ext/TechnoType/Body.cpp:171
Antares,Spotlight.Distance,Spot_Distance,member-referenced,14,src/Ext/TechnoType/Body.cpp:159
Antares,Spotlight.IsInverted,Spot_Reverse,member-referenced,14,src/Ext/TechnoType/Body.cpp:174
Antares,Spotlight.StartHeight,Spot_Height,member-referenced,14,src/Ext/TechnoType/Body.cpp:158
Antares,SpyEffect.Custom,InfiltrateCustom,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:191
Antares,SpyEffect.DisplayProduction,DisplayProduction,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:171
Antares,SpyEffect.KeepRadar,RevealRadarPersist,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:196
Antares,SpyEffect.LegacyRadar,LegacyRadarEffect,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:170
Antares,SpyEffect.PowerOutageDuration,PowerOutageDuration,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:199
Antares,SpyEffect.ResetRadar,ResetRadar,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:194
Antares,SpyEffect.ResetSuperweapons,ResetSW,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:193
Antares,SpyEffect.RevealProduction,RevealProduction,member-referenced,9,src/Ext/BuildingType/Body.cpp:192
Antares,SpyEffect.RevealRadar,RevealRadar,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:195
Antares,SpyEffect.StolenMoneyAmount,StolenMoneyAmount,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:200
Antares,SpyEffect.StolenMoneyPercentage,StolenMoneyPercentage,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:201
